Team,Vs,Away Starter,Home Starter,FIELD,Game Result,Runs Scr,Runs Alw,Margin,Money Line,O/U Result,O/U Line,O/U Odds,Results on the ML,Results on the Over,Results on the Under
Oakland,BAL,Kevin Millwood (R),Dallas Braden (L),HOME,W,4,2,2,-149,U,7.5,101,0.67,-1.00,1.01
Oakland,BAL,David Hernandez (R),Ben Sheets (R),HOME,W,6,2,4,-145,U,8.5,-107,0.69,-1.00,0.93
Oakland,@ SEA,Gio Gonzalez (L),Jason Vargas (L),AWAY,L,2,4,-2,-101,U,7.5,-111,-1.00,-1.00,0.90
Oakland,@ SEA,Brett Anderson (L),Doug Fister (R),AWAY,L,0,3,-3,-139,U,7.5,-121,-1.00,-1.00,0.83
Oakland,@ SEA,Justin Duchscherer (R),Ryan Rowland-Smith (L),AWAY,W,4,0,4,117,U,7.5,-119,1.17,-1.00,0.84
Oakland,@ LAA,Dallas Braden (L),Joe Saunders (L),AWAY,W,9,4,5,142,O,8.5,-104,1.42,0.96,-1.00
Oakland,@ LAA,Ben Sheets (R),Jered Weaver (R),AWAY,L,3,4,-1,157,U,8,102,-1.00,-1.00,1.02
Oakland,@ LAA,Gio Gonzalez (L),Matt Palmer (R),AWAY,W,10,4,6,122,O,9,-109,1.22,0.92,-1.00
Oakland,SEA,Doug Fister (R),Brett Anderson (L),HOME,W,6,2,4,-151,P,8,8 -,0.66,0.00,0.00
Oakland,SEA,Ryan Rowland-Smith (L),Justin Duchscherer (R),HOME,W,6,5,1,-119,O,7.5,110,0.84,1.10,-1.00
Oakland,SEA,Ian Snell (R),Dallas Braden (L),HOME,W,2,1,1,-126,U,8.5,-126,0.79,-1.00,0.79
Oakland,SEA,Felix Hernandez (R),Ben Sheets (R),HOME,L,3,5,-2,141,O,7,-111,-1.00,0.90,-1.00
Seattle,OAK,Dallas Braden (L),Ryan Rowland-Smith (L),HOME,L,3,4,-1,138,U,7.5,-103,-1.00,-1.00,0.97
Seattle,OAK,Brett Anderson (L),David Pauley (R),HOME,L,3,5,-2,132,O,7,100,-1.00,1.00,-1.00
Seattle,OAK,Trevor Cahill (R),Luke French (L),HOME,L,0,9,-9,115,O,6.5,-129,-1.00,0.78,-1.00
Seattle,OAK,Gio Gonzalez (L),Doug Fister (R),HOME,L,1,8,-7,103,O,7,121,-1.00,1.21,-1.00
Seattle,@ TEX,Jason Vargas (L),Rich Harden (R),AWAY,L,5,6,-1,136,O,8.5,-105,-1.00,0.95,-1.00
Seattle,@ TEX,Felix Hernandez (R),Scott Feldman (R),AWAY,W,3,1,2,-136,U,7.5,-111,0.74,-1.00,0.90
Seattle,@ TEX,David Pauley (R),C.J. Wilson (L),AWAY,W,7,5,2,185,O,8.5,100,1.85,1.00,-1.00
Seattle,@ TB,Luke French (L),James Shields (R),AWAY,W,6,2,4,206,U,8.5,-115,2.06,-1.00,0.87
Seattle,@ TB,Doug Fister (R),Matt Garza (R),AWAY,L,1,9,-8,199,O,8,102,-1.00,1.02,-1.00
Seattle,@ TB,Jason Vargas (L),Jeff Niemann (R),AWAY,L,3,5,-2,178,U,8.5,-115,-1.00,-1.00,0.87
Seattle,@ TOR,Felix Hernandez (R),Shawn Hill (R),AWAY,L,0,1,-1,-135,U,7,-102,-1.00,-1.00,0.98
Seattle,@ TOR,David Pauley (R),Kyle Drabek (R),AWAY,W,6,3,3,163,O,8.5,-108,1.63,0.93,-1.00
Seattle,@ TOR,Luke French (L),Marc Rzepczynski (L),AWAY,L,3,5,-2,139,U,8.5,109,-1.00,-1.00,1.09
Seattle,TEX,Tommy Hunter (R),Doug Fister (R),HOME,W,2,1,1,116,U,7.5,-106,1.16,-1.00,0.94
Seattle,TEX,Cliff Lee (L),Jason Vargas (L),HOME,L,1,6,-5,164,O,6.5,102,-1.00,1.02,-1.00
Seattle,TEX,C.J. Wilson (L),Felix Hernandez (R),HOME,W,2,1,1,-104,U,6,-108,0.96,-1.00,0.93
Seattle,BOS,Clay Buchholz (R),David Pauley (R),HOME,L,1,5,-4,151,U,7,-107,-1.00,-1.00,0.93
Seattle,BOS,Daisuke Matsuzaka (R),Luke French (L),HOME,L,6,9,-3,123,O,7.5,-104,-1.00,0.96,-1.00
Seattle,BOS,Jon Lester (L),Doug Fister (R),HOME,L,1,5,-4,156,U,6.5,102,-1.00,-1.00,1.02
Seattle,@ LAA,Jason Vargas (L),Dan Haren (R),AWAY,L,0,3,-3,164,U,7.5,-117,-1.00,-1.00,0.85
Seattle,@ LAA,Felix Hernandez (R),Ervin Santana (R),AWAY,L,4,7,-3,-105,O,6.5,-122,-1.00,0.82,-1.00
Seattle,@ LAA,David Pauley (R),Jered Weaver (R),AWAY,L,3,4,-1,206,P,7,7 -,-1.00,0.00,0.00
Seattle,@ OAK,Luke French (L),Gio Gonzalez (L),AWAY,L,3,4,-1,181,P,7,7 -,-1.00,0.00,0.00
Seattle,@ OAK,Doug Fister (R),Dallas Braden (L),AWAY,W,7,5,2,169,O,7,-101,1.69,0.99,-1.00
Seattle,@ OAK,Jason Vargas (L),Brett Anderson (L),AWAY,L,2,6,-4,164,O,7,-105,-1.00,0.95,-1.00
Seattle,CLE,Jeanmar Gomez (R),Felix Hernandez (R),HOME,W,3,0,3,-191,U,6.5,-104,0.52,-1.00,0.96
Seattle,CLE,Mitch Talbot (R),David Pauley (R),HOME,L,2,4,-2,-117,U,7.5,102,-1.00,-1.00,1.02
Seattle,CLE,Fausto Carmona (R),Luke French (L),HOME,W,1,0,1,-119,U,7,104,0.84,-1.00,1.04
Seattle,CLE,Josh Tomlin (R),Doug Fister (R),HOME,L,3,6,-3,-150,O,7.5,102,-1.00,1.02,-1.00
Seattle,LAA,Trevor Bell (R),Jason Vargas (L),HOME,L,2,4,-2,-117,U,7.5,-116,-1.00,-1.00,0.86
Seattle,LAA,Dan Haren (R),Felix Hernandez (R),HOME,W,3,1,2,-131,U,6,102,0.76,-1.00,1.02
Seattle,LAA,Ervin Santana (R),David Pauley (R),HOME,L,3,5,-2,115,O,7.5,106,-1.00,1.06,-1.00
Seattle,MIN,Carl Pavano (R),Luke French (L),HOME,W,2,1,1,134,U,8,-113,1.34,-1.00,0.88
Seattle,MIN,Nick Blackburn (R),Doug Fister (R),HOME,L,0,1,-1,100,U,8.5,-102,-1.00,-1.00,0.98
Seattle,MIN,Scott Baker (R),Jason Vargas (L),HOME,L,3,6,-3,108,O,7,-113,-1.00,0.88,-1.00
Seattle,@ BOS,Felix Hernandez (R),Tim Wakefield (R),AWAY,W,4,2,2,-106,U,8,105,0.94,-1.00,1.05
Seattle,@ BOS,David Pauley (R),Josh Beckett (R),AWAY,L,3,5,-2,198,U,9,-114,-1.00,-1.00,0.88
Seattle,@ BOS,Doug Fister (R),John Lackey (R),AWAY,L,3,6,-3,173,P,9,9 -,-1.00,0.00,0.00
Seattle,@ NYY,Luke French (L),CC Sabathia (L),AWAY,L,0,10,-10,291,O,8.5,-108,-1.00,0.93,-1.00
Seattle,@ NYY,Jason Vargas (L),Javier Vazquez (R),AWAY,L,5,9,-4,190,O,9,-118,-1.00,0.85,-1.00
Seattle,@ NYY,Felix Hernandez (R),A.J. Burnett (R),AWAY,W,6,0,6,136,U,8,105,1.36,-1.00,1.05
Seattle,@ BAL,David Pauley (R),Jeremy Guthrie (R),AWAY,W,6,5,1,133,O,8.5,-110,1.33,0.91,-1.00
Seattle,@ BAL,Luke French (L),Kevin Millwood (R),AWAY,W,4,0,4,106,U,9,-108,1.06,-1.00,0.93
Seattle,@ BAL,Doug Fister (R),Bradley Bergesen (R),AWAY,L,4,5,-1,111,O,8.5,-118,-1.00,0.85,-1.00
Seattle,@ CLE,Felix Hernandez (R),Justin Masterson (R),AWAY,L,1,9,-8,-138,O,7.5,102,-1.00,1.02,-1.00
Seattle,@ CLE,Jason Vargas (L),Mitch Talbot (R),AWAY,W,9,3,6,109,O,8.5,-108,1.09,0.93,-1.00
Seattle,@ CLE,David Pauley (R),Fausto Carmona (R),AWAY,W,3,2,1,141,U,8.5,-114,1.41,-1.00,0.88
Seattle,OAK,Dallas Braden (L),Luke French (L),HOME,L,1,5,-4,114,U,7.5,108,-1.00,-1.00,1.08
Seattle,OAK,Brett Anderson (L),Felix Hernandez (R),HOME,W,2,0,2,-130,U,6.5,-111,0.77,-1.00,0.90
Seattle,OAK,Vin Mazzaro (R),Doug Fister (R),HOME,W,3,1,2,-110,U,7.5,-110,0.91,-1.00,0.91
Seattle,KC,Kyle Davies (R),Jason Vargas (L),HOME,W,3,2,1,-155,U,7.5,-110,0.65,-1.00,0.91
Seattle,KC,Bruce Chen (L),David Pauley (R),HOME,L,1,2,-1,-118,U,8,-103,-1.00,-1.00,0.97
Seattle,KC,Zack Greinke (R),Luke French (L),HOME,W,7,1,6,139,O,7,-106,1.39,0.94,-1.00
Seattle,TEX,Tommy Hunter (R),Felix Hernandez (R),HOME,L,0,6,-6,-122,U,6.5,116,-1.00,-1.00,1.16
Seattle,TEX,C.J. Wilson (L),Doug Fister (R),HOME,L,6,11,-5,138,O,7,-110,-1.00,0.91,-1.00
Seattle,TEX,Colby Lewis (R),Jason Vargas (L),HOME,W,3,2,1,135,U,7,117,1.35,-1.00,1.17
Seattle,@ MIN,Luke French (L),Francisco Liriano (L),AWAY,L,0,4,-4,274,U,8.5,-103,-1.00,-1.00,0.97
Seattle,@ MIN,Felix Hernandez (R),Kevin Slowey (R),AWAY,L,0,4,-4,109,U,7.5,-104,-1.00,-1.00,0.96
Seattle,@ MIN,Doug Fister (R),Scott Baker (R),AWAY,L,3,5,-2,178,P,8,8 -,-1.00,0.00,0.00
Seattle,@ CHW,David Pauley (R),Freddy Garcia (R),AWAY,L,5,9,-4,158,O,9,-121,-1.00,0.83,-1.00
Seattle,@ CHW,Jason Vargas (L),Mark Buehrle (L),AWAY,L,5,6,-1,158,O,8.5,-109,-1.00,0.92,-1.00
Seattle,@ CHW,Ryan Rowland-Smith (L),Gavin Floyd (R),AWAY,L,0,11,-11,226,O,9,-102,-1.00,0.98,-1.00
Seattle,@ CHW,Felix Hernandez (R),John Danks (L),AWAY,L,1,6,-5,111,O,6.5,-121,-1.00,0.83,-1.00
Seattle,BOS,Daisuke Matsuzaka (R),Doug Fister (R),HOME,W,4,2,2,129,U,7.5,-107,1.29,-1.00,0.93
Seattle,BOS,Jon Lester (L),David Pauley (R),HOME,W,5,1,4,175,U,7.5,-117,1.75,-1.00,0.85
Seattle,BOS,Josh Beckett (R),Jason Vargas (L),HOME,L,1,2,-1,110,U,7.5,-105,-1.00,-1.00,0.95
Seattle,BOS,John Lackey (R),Ryan Rowland-Smith (L),HOME,L,6,8,-2,144,O,8.5,-102,-1.00,0.98,-1.00
Seattle,CHW,Gavin Floyd (R),Felix Hernandez (R),HOME,W,2,1,1,-135,U,6.5,-111,0.74,-1.00,0.90
Seattle,CHW,John Danks (L),Doug Fister (R),HOME,L,0,4,-4,113,U,7.5,-116,-1.00,-1.00,0.86
Seattle,CHW,Daniel Hudson (R),David Pauley (R),HOME,L,1,6,-5,101,U,8.5,111,-1.00,-1.00,1.11
Seattle,@ LAA,Jason Vargas (L),Ervin Santana (R),AWAY,W,2,1,1,147,U,8.5,-105,1.47,-1.00,0.95
Seattle,@ LAA,Ryan Rowland-Smith (L),Joe Saunders (L),AWAY,L,6,7,-1,167,O,9,-125,-1.00,0.80,-1.00
Seattle,@ LAA,Felix Hernandez (R),Jered Weaver (R),AWAY,L,2,3,-1,124,U,6.5,108,-1.00,-1.00,1.08
Seattle,@ LAA,Doug Fister (R),Joel Pineiro (R),AWAY,L,3,8,-5,147,O,8.5,-107,-1.00,0.93,-1.00
Seattle,NYY,CC Sabathia (L),Ryan Rowland-Smith (L),HOME,L,2,8,-6,235,O,8,-116,-1.00,0.86,-1.00
Seattle,NYY,Javier Vazquez (R),Felix Hernandez (R),HOME,W,4,1,3,104,U,7,-111,1.04,-1.00,0.90
Seattle,NYY,Phil Hughes (R),David Pauley (R),HOME,L,1,6,-5,175,U,8.5,-105,-1.00,-1.00,0.95
Seattle,NYY,Andy Pettitte (L),Jason Vargas (L),HOME,L,1,3,-2,147,U,7.5,107,-1.00,-1.00,1.07
Seattle,KC,Kyle Davies (R),Doug Fister (R),HOME,L,3,7,-4,-148,O,8,-106,-1.00,0.94,-1.00
Seattle,KC,Zack Greinke (R),Ryan Rowland-Smith (L),HOME,L,2,3,-1,100,U,7.5,-113,-1.00,-1.00,0.88
Seattle,KC,Brian Bannister (R),Felix Hernandez (R),HOME,L,4,6,-2,-211,O,7,111,-1.00,1.11,-1.00
Seattle,@ DET,Cliff Lee (L),Jeremy Bonderman (R),AWAY,W,8,1,7,-112,O,7,-137,0.89,0.73,-1.00
Seattle,@ DET,Jason Vargas (L),Justin Verlander (R),AWAY,L,1,6,-5,172,U,7.5,-104,-1.00,-1.00,0.96
Seattle,@ DET,Doug Fister (R),Max Scherzer (R),AWAY,L,1,7,-6,154,U,8.5,-127,-1.00,-1.00,0.79
Seattle,@ NYY,Ryan Rowland-Smith (L),CC Sabathia (L),AWAY,L,2,4,-2,322,U,8.5,106,-1.00,-1.00,1.06
Seattle,@ NYY,Felix Hernandez (R),Javier Vazquez (R),AWAY,W,7,0,7,144,U,8,-110,1.44,-1.00,0.91
Seattle,@ NYY,Cliff Lee (L),Phil Hughes (R),AWAY,W,7,4,3,149,O,7.5,104,1.49,1.04,-1.00
Seattle,@ MIL,Jason Vargas (L),Chris Narveson (L),AWAY,L,0,3,-3,108,U,8.5,-109,-1.00,-1.00,0.92
Seattle,@ MIL,Doug Fister (R),Randy Wolf (L),AWAY,W,5,4,1,137,P,9,9 -,1.37,0.00,0.00
Seattle,@ MIL,Ryan Rowland-Smith (L),David Bush (R),AWAY,L,3,8,-5,150,O,9.5,-107,-1.00,0.93,-1.00
Seattle,CHC,Ted Lilly (L),Felix Hernandez (R),HOME,L,2,3,-1,-157,U,6.5,-107,-1.00,-1.00,0.93
Seattle,CHC,Randy Wells (R),Cliff Lee (L),HOME,W,8,1,7,-178,O,6.5,-113,0.56,0.88,-1.00
Seattle,CHC,Ryan Dempster (R),Jason Vargas (L),HOME,W,2,0,2,-102,U,7,-109,0.98,-1.00,0.92
Seattle,CIN,Aaron Harang (R),Ryan Rowland-Smith (L),HOME,W,1,0,1,113,U,8.5,102,1.13,-1.00,1.02
Seattle,CIN,Sam LeCure (R),Felix Hernandez (R),HOME,W,5,1,4,-182,U,7,111,0.55,-1.00,1.11
Seattle,CIN,Johnny Cueto (R),Cliff Lee (L),HOME,W,1,0,1,-150,U,6.5,111,0.67,-1.00,1.11
Seattle,@ STL,Jason Vargas (L),Jaime Garcia (L),AWAY,W,2,1,1,177,U,7.5,-103,1.77,-1.00,0.97
Seattle,@ STL,Ryan Rowland-Smith (L),Jeff Suppan (R),AWAY,L,2,4,-2,157,U,9.5,-105,-1.00,-1.00,0.95
Seattle,@ STL,Luke French (L),Adam Wainwright (R),AWAY,L,3,9,-6,260,O,7.5,-107,-1.00,0.93,-1.00
Seattle,@ SD,Felix Hernandez (R),Clayton Richard (L),AWAY,W,4,2,2,104,P,6,6 -,1.04,0.00,0.00
Seattle,@ SD,Cliff Lee (L),Wade LeBlanc (L),AWAY,L,1,7,-6,-129,O,6,100,-1.00,1.00,-1.00
Seattle,@ SD,Jason Vargas (L),Kevin Correia (R),AWAY,L,3,4,-1,127,O,6.5,-119,-1.00,0.84,-1.00
Seattle,@ TEX,Ryan Rowland-Smith (L),Tommy Hunter (R),AWAY,L,3,12,-9,183,O,10,-101,-1.00,0.99,-1.00
Seattle,@ TEX,Ian Snell (R),C.J. Wilson (L),AWAY,L,2,12,-10,198,O,9.5,-119,-1.00,0.84,-1.00
Seattle,@ TEX,Felix Hernandez (R),Colby Lewis (R),AWAY,L,1,7,-6,119,P,8,8 -,-1.00,0.00,0.00
Seattle,@ TEX,Cliff Lee (L),Scott Feldman (R),AWAY,W,4,2,2,-108,U,9,-115,0.93,-1.00,0.87
Seattle,LAA,Joel Pineiro (R),Jason Vargas (L),HOME,L,4,9,-5,-118,O,8,106,-1.00,1.06,-1.00
Seattle,LAA,Ervin Santana (R),Ryan Rowland-Smith (L),HOME,L,2,11,-9,-111,O,8.5,-102,-1.00,0.98,-1.00
Seattle,LAA,Joe Saunders (L),Ian Snell (R),HOME,L,1,7,-6,-101,U,8.5,103,-1.00,-1.00,1.03
Seattle,MIN,Carl Pavano (R),Felix Hernandez (R),HOME,W,4,1,3,-130,U,7,101,0.77,-1.00,1.01
Seattle,MIN,Kevin Slowey (R),Cliff Lee (L),HOME,W,2,1,1,-134,U,7,-110,0.75,-1.00,0.91
Seattle,MIN,Nick Blackburn (R),Jason Vargas (L),HOME,W,7,1,6,101,P,8,8 -,1.01,0.00,0.00
Seattle,MIN,Francisco Liriano (L),Doug Fister (R),HOME,L,4,5,-1,115,O,7,-129,-1.00,0.78,-1.00
Seattle,@ LAA,Ian Snell (R),Joe Saunders (L),AWAY,L,7,9,-2,132,O,9,-116,-1.00,0.86,-1.00
Seattle,@ LAA,Felix Hernandez (R),Jered Weaver (R),AWAY,L,1,5,-4,124,U,7.5,-104,-1.00,-1.00,0.96
Seattle,@ LAA,Cliff Lee (L),Scott Kazmir (L),AWAY,W,8,3,5,-110,O,7.5,101,0.91,1.01,-1.00
Seattle,DET,Jeremy Bonderman (R),Jason Vargas (L),HOME,W,5,4,1,-116,O,7.5,109,0.86,1.09,-1.00
Seattle,DET,Justin Verlander (R),Doug Fister (R),HOME,W,5,3,2,107,O,6.5,-120,1.07,0.83,-1.00
Seattle,SD,Mat Latos (R),Felix Hernandez (R),HOME,L,1,8,-7,-135,O,7,106,-1.00,1.06,-1.00
Seattle,SD,Clayton Richard (L),Ian Snell (R),HOME,L,1,2,-1,119,U,8,-102,-1.00,-1.00,0.98
Seattle,SD,Wade LeBlanc (L),Cliff Lee (L),HOME,W,15,8,7,-167,O,6.5,-102,0.60,0.98,-1.00
Seattle,TOR,Ricky Romero (L),Jason Vargas (L),HOME,W,4,3,1,107,P,7,7 -,1.07,0.00,0.00
Seattle,TOR,Brett Cecil (L),Doug Fister (R),HOME,L,2,3,-1,-113,U,7.5,103,-1.00,-1.00,1.03
Seattle,@ OAK,Felix Hernandez (R),Ben Sheets (R),AWAY,L,5,6,-1,-115,O,7,112,-1.00,1.12,-1.00
Seattle,@ OAK,Ryan Rowland-Smith (L),Gio Gonzalez (L),AWAY,L,4,8,-4,150,O,7.5,-105,-1.00,0.95,-1.00
Seattle,@ TB,Cliff Lee (L),Matt Garza (R),AWAY,L,1,2,-1,138,U,7,-135,-1.00,-1.00,0.74
Seattle,@ TB,Jason Vargas (L),James Shields (R),AWAY,L,2,3,-1,194,U,8.5,-110,-1.00,-1.00,0.91
Seattle,@ TB,Doug Fister (R),Wade Davis (R),AWAY,W,4,3,1,169,U,8.5,103,1.69,-1.00,1.03
Seattle,@ BAL,Felix Hernandez (R),Kevin Millwood (R),AWAY,L,5,6,-1,-130,O,7.5,114,-1.00,1.14,-1.00
Seattle,@ BAL,Ryan Rowland-Smith (L),Bradley Bergesen (R),AWAY,L,2,5,-3,111,U,9,-110,-1.00,-1.00,0.91
Seattle,@ BAL,Cliff Lee (L),David Hernandez (R),AWAY,W,5,1,4,-154,U,8,-107,0.65,-1.00,0.93
Seattle,LAA,Ervin Santana (R),Jason Vargas (L),HOME,W,8,1,7,116,O,7.5,-115,1.16,0.87,-1.00
Seattle,LAA,Joe Saunders (L),Doug Fister (R),HOME,L,3,4,-1,-134,U,8,103,-1.00,-1.00,1.03
Seattle,LAA,Jered Weaver (R),Felix Hernandez (R),HOME,L,0,8,-8,-127,O,7,114,-1.00,1.14,-1.00
Seattle,TB,Jeff Niemann (R),Ryan Rowland-Smith (L),HOME,L,0,8,-8,138,P,8,8 -,-1.00,0.00,0.00
Seattle,TB,Matt Garza (R),Cliff Lee (L),HOME,L,3,8,-5,-108,O,6.5,-113,-1.00,0.88,-1.00
Seattle,TB,James Shields (R),Jason Vargas (L),HOME,L,2,5,-3,133,U,7.5,-103,-1.00,-1.00,0.97
Seattle,TEX,C.J. Wilson (L),Doug Fister (R),HOME,L,1,3,-2,-112,U,7.5,111,-1.00,-1.00,1.11
Seattle,TEX,Matt Harrison (L),Felix Hernandez (R),HOME,L,3,6,-3,-207,O,7,-102,-1.00,0.98,-1.00
Seattle,TEX,Colby Lewis (R),Cliff Lee (L),HOME,L,0,2,-2,-125,U,7,120,-1.00,-1.00,1.20
Seattle,@ KC,Ryan Rowland-Smith (L),Gil Meche (R),AWAY,W,6,5,1,-116,O,9.5,102,0.86,1.02,-1.00
Seattle,@ KC,Ian Snell (R),Zack Greinke (R),AWAY,W,3,2,1,184,U,7.5,-111,1.84,-1.00,0.90
Seattle,@ KC,Felix Hernandez (R),Kyle Davies (R),AWAY,L,1,3,-2,-164,U,7.5,-113,-1.00,-1.00,0.88
Seattle,@ CHW,Jason Vargas (L),John Danks (L),AWAY,L,2,3,-1,136,U,8,-103,-1.00,-1.00,0.97
Seattle,@ CHW,Doug Fister (R),Freddy Garcia (R),AWAY,L,4,5,-1,-109,O,8.5,-113,-1.00,0.88,-1.00
Seattle,@ CHW,Ryan Rowland-Smith (L),Gavin Floyd (R),AWAY,L,6,7,-1,143,O,8.5,-103,-1.00,0.97,-1.00
Seattle,BAL,Kevin Millwood (R),Felix Hernandez (R),HOME,W,4,1,3,-206,U,7,100,0.49,-1.00,1.00
Seattle,BAL,David Hernandez (R),Jason Vargas (L),HOME,W,3,1,2,-141,U,8.5,-107,0.71,-1.00,0.93
Seattle,BAL,Bradley Bergesen (R),Doug Fister (R),HOME,W,8,2,6,-153,O,8,-115,0.65,0.87,-1.00
Seattle,DET,Max Scherzer (R),Ian Snell (R),HOME,L,2,4,-2,115,U,8,110,-1.00,-1.00,1.10
Seattle,DET,Justin Verlander (R),Ryan Rowland-Smith (L),HOME,W,4,2,2,125,U,7.5,-118,1.25,-1.00,0.85
Seattle,DET,Jeremy Bonderman (R),Felix Hernandez (R),HOME,W,11,3,8,-170,O,7,-120,0.59,0.83,-1.00
Seattle,OAK,Gio Gonzalez (L),Jason Vargas (L),HOME,W,4,2,2,-105,U,7.5,-111,0.95,-1.00,0.90
Seattle,OAK,Brett Anderson (L),Doug Fister (R),HOME,W,3,0,3,131,U,7.5,-121,1.31,-1.00,0.83
Seattle,OAK,Justin Duchscherer (R),Ryan Rowland-Smith (L),HOME,L,0,4,-4,-124,U,7.5,-119,-1.00,-1.00,0.84
Seattle,@ TEX,Ian Snell (R),Scott Feldman (R),AWAY,L,2,9,-7,156,O,8.5,-107,-1.00,0.93,-1.00
Seattle,@ TEX,Felix Hernandez (R),Matt Harrison (L),AWAY,W,4,3,1,-140,U,8.5,-113,0.71,-1.00,0.88
Seattle,@ TEX,Jason Vargas (L),Colby Lewis (R),AWAY,L,2,6,-4,128,U,9,101,-1.00,-1.00,1.01
Seattle,@ OAK,Doug Fister (R),Brett Anderson (L),AWAY,L,2,6,-4,142,P,8,8 -,-1.00,0.00,0.00
Seattle,@ OAK,Ryan Rowland-Smith (L),Justin Duchscherer (R),AWAY,L,5,6,-1,112,O,7.5,110,-1.00,1.10,-1.00
Seattle,@ OAK,Ian Snell (R),Dallas Braden (L),AWAY,L,1,2,-1,119,U,8.5,-126,-1.00,-1.00,0.79
Seattle,@ OAK,Felix Hernandez (R),Ben Sheets (R),AWAY,W,5,3,2,-150,O,7,-111,0.67,0.90,-1.00
Texas,SF,Tim Lincecum (R),Cliff Lee (L),HOME,L,1,3,-2,-172,U,6.5,101,-1.00,-1.00,1.01
Texas,SF,Madison Bumgarner (L),Tommy Hunter (R),HOME,L,0,4,-4,-141,U,9,-115,-1.00,-1.00,0.87
Texas,SF,Jonathan Sanchez (L),Colby Lewis (R),HOME,W,4,2,2,-165,U,8.5,-120,0.61,-1.00,0.83
Texas,@ SF,C.J. Wilson (L),Matt Cain (R),AWAY,L,0,9,-9,108,O,7,107,-1.00,1.07,-1.00
Texas,@ SF,Cliff Lee (L),Tim Lincecum (R),AWAY,L,7,11,-4,-123,O,5.5,-106,-1.00,0.94,-1.00
Texas,NYY,Philip Hughes (R),Colby Lewis (R),HOME,W,6,1,5,101,U,9,-111,1.01,-1.00,0.90
Texas,@ NYY,C.J. Wilson (L),CC Sabathia (L),AWAY,L,2,7,-5,162,O,8,109,-1.00,1.09,-1.00
Texas,@ NYY,Tommy Hunter (R),A.J. Burnett (R),AWAY,W,10,3,7,148,O,9.5,-109,1.48,0.92,-1.00
Texas,@ NYY,Cliff Lee (L),Andy Pettitte (L),AWAY,W,8,0,8,-110,O,7.5,104,0.91,1.04,-1.00
Texas,NYY,Philip Hughes (R),Colby Lewis (R),HOME,W,7,2,5,109,P,9,9 -,1.09,0.00,0.00
Texas,NYY,CC Sabathia (L),C.J. Wilson (L),HOME,L,5,6,-1,125,O,8.5,106,-1.00,1.06,-1.00
Texas,@ TB,Cliff Lee (L),David Price (L),AWAY,W,5,1,4,113,U,6.5,104,1.13,-1.00,1.04
Texas,TB,Wade Davis (R),Tommy Hunter (R),HOME,L,2,5,-3,-107,U,9,-106,-1.00,-1.00,0.94
Texas,TB,Matt Garza (R),Colby Lewis (R),HOME,L,3,6,-3,-113,O,8.5,-104,-1.00,0.96,-1.00
Texas,@ TB,C.J. Wilson (L),James Shields (R),AWAY,W,6,0,6,122,U,8.5,-105,1.22,-1.00,0.95
Texas,@ TB,Cliff Lee (L),David Price (L),AWAY,W,5,1,4,125,U,7,-116,1.25,-1.00,0.86
Texas,LAA,Dan Haren (R),Colby Lewis (R),HOME,L,2,6,-4,-132,P,8,8 -,-1.00,0.00,0.00
Texas,LAA,Ervin Santana (R),C.J. Wilson (L),HOME,W,6,2,4,-145,P,8,8 -,0.69,0.00,0.00
Texas,LAA,Jered Weaver (R),Tommy Hunter (R),HOME,L,4,5,-1,101,O,8,-109,-1.00,0.92,-1.00
Texas,LAA,Scott Kazmir (L),Cliff Lee (L),HOME,W,3,2,1,-175,U,8.5,-114,0.57,-1.00,0.88
Texas,SEA,Jason Vargas (L),Rich Harden (R),HOME,W,6,5,1,-145,O,8.5,-105,0.69,0.95,-1.00
Texas,SEA,Felix Hernandez (R),Scott Feldman (R),HOME,L,1,3,-2,128,U,7.5,-111,-1.00,-1.00,0.90
Texas,SEA,David Pauley (R),C.J. Wilson (L),HOME,L,5,7,-2,-197,O,8.5,100,-1.00,1.00,-1.00
Texas,@ OAK,Colby Lewis (R),Trevor Cahill (R),AWAY,W,16,9,7,171,O,7,-114,1.71,0.88,-1.00
Texas,@ OAK,Derek Holland (L),Gio Gonzalez (L),AWAY,W,4,3,1,125,U,8,101,1.25,-1.00,1.01
Texas,@ OAK,Tommy Hunter (R),Bobby Cramer (L),AWAY,W,10,3,7,100,O,7.5,-125,1.00,0.80,-1.00
Texas,@ OAK,Cliff Lee (L),Dallas Braden (L),AWAY,L,0,5,-5,-125,U,6.5,-104,-1.00,-1.00,0.96
Texas,@ LAA,C.J. Wilson (L),Dan Haren (R),AWAY,W,2,1,1,106,U,7,-106,1.06,-1.00,0.94
Texas,@ LAA,Colby Lewis (R),Ervin Santana (R),AWAY,L,0,2,-2,-105,U,8,-107,-1.00,-1.00,0.93
Texas,@ LAA,Derek Holland (L),Jered Weaver (R),AWAY,L,4,7,-3,140,O,7,-120,-1.00,0.83,-1.00
Texas,@ SEA,Tommy Hunter (R),Doug Fister (R),AWAY,L,1,2,-1,-123,U,7.5,-106,-1.00,-1.00,0.94
Texas,@ SEA,Cliff Lee (L),Jason Vargas (L),AWAY,W,6,1,5,-175,O,6.5,102,0.57,1.02,-1.00
Texas,@ SEA,C.J. Wilson (L),Felix Hernandez (R),AWAY,L,1,2,-1,-102,U,6,-108,-1.00,-1.00,0.93
