Team,Season,Date,Vs,Score,Away Starter,Home Starter,BAL Line,O/U,,FIELD,Game Result,Runs Scr,Runs Alw,Margin,Side Line,O/U Result,O/U Line,O/U Odds
Boston,2010,10/2/10,NYY,W 7-6,A.J. Burnett (R),Daisuke Matsuzaka (R),W -108,O 9.5 -101,,HOME,W,7,6,1,-108,O,9.5 ,-101
Boston,2010,10/2/10,NYY,L 5-6,Andy Pettitte (L),Tim Wakefield (R),L 126,O 9.5 111,,HOME,L,5,6,-1,126,O,9.5 ,111
Boston,2010,9/30/10,@ CHW,L 2-8,Jon Lester (L),John Danks (L),L -142,O 7.5 106,,AWAY,L,2,8,-6,-142,O,7.5 ,106
Boston,2010,9/29/10,@ CHW,L 2-5,Josh Beckett (R),Freddy Garcia (R),L -133,U 9 -126,,AWAY,L,2,5,-3,-133,U,9 ,-126
Boston,2010,9/28/10,@ CHW,L 4-5,John Lackey (R),Edwin Jackson (R),L -102,O 8.5 -102,,AWAY,L,4,5,-1,-102,O,8.5 ,-102
Boston,2010,9/27/10,@ CHW,W 6-1,Clay Buchholz (R),Mark Buehrle (L),W -121,U 8.5 -123,,AWAY,W,6,1,5,-121,U,8.5 ,-123
Boston,2010,9/26/10,@ NYY,L 3-4,Daisuke Matsuzaka (R),Philip Hughes (R),L 172,U 9.5 -108,,AWAY,L,3,4,-1,172,U,9.5 ,-108
Boston,2010,9/25/10,@ NYY,W 7-3,Jon Lester (L),Ivan Nova (R),W -116,O 9 -105,,AWAY,W,7,3,4,-116,O,9 ,-105
Boston,2010,9/24/10,@ NYY,W 10-8,Josh Beckett (R),Andy Pettitte (L),W 164,O 9.5 -105,,AWAY,W,10,8,2,164,O,9.5 ,-105
Boston,2010,9/22/10,BAL,W 6-1,Kevin Millwood (R),John Lackey (R),W -163,U 9.5 -111,,HOME,W,6,1,5,-163,U,9.5 ,-111
Boston,2010,9/21/10,BAL,L 1-9,Bradley Bergesen (R),Clay Buchholz (R),L -208,O 8.5 100,,HOME,L,1,9,-8,-208,O,8.5 ,100
Boston,2010,9/20/10,BAL,L 2-4,Brian Matusz (L),Daisuke Matsuzaka (R),L -141,U 9 -107,,HOME,L,2,4,-2,-141,U,9 ,-107
Boston,2010,9/19/10,TOR,W 6-0,Shaun Marcum (R),Jon Lester (L),W -172,U 8 -108,,HOME,W,6,0,6,-172,U,8 ,-108
Boston,2010,9/18/10,TOR,L 3-4,Ricky Romero (L),Josh Beckett (R),L -139,U 9 -108,,HOME,L,3,4,-1,-139,U,9 ,-108
Boston,2010,9/17/10,TOR,L 9-11,Brett Cecil (L),John Lackey (R),L -140,O 9.5 113,,HOME,L,9,11,-2,-140,O,9.5 ,113
Boston,2010,9/15/10,@ SEA,W 5-1,Clay Buchholz (R),David Pauley (R),W -161,U 7 -107,,AWAY,W,5,1,4,-161,U,7 ,-107
Boston,2010,9/14/10,@ SEA,W 9-6,Daisuke Matsuzaka (R),Lucas French (L),W -131,O 7.5 -104,,AWAY,W,9,6,3,-131,O,7.5 ,-104
Boston,2010,9/13/10,@ SEA,W 5-1,Jon Lester (L),Doug Fister (R),W -166,U 6.5 102,,AWAY,W,5,1,4,-166,U,6.5 ,102
Boston,2010,9/12/10,@ OAK,W 5-3,Josh Beckett (R),Dallas Braden (L),W 115,O 7.5 -101,,AWAY,W,5,3,2,115,O,7.5 ,-101
Boston,2010,9/11/10,@ OAK,L 3-4,John Lackey (R),Brett Anderson (L),L 134,U 7.5 -126,,AWAY,L,3,4,-1,134,U,7.5 ,-126
Boston,2010,9/10/10,@ OAK,L 0-5,Clay Buchholz (R),Trevor Cahill (R),L -103,U 6.5 106,,AWAY,L,0,5,-5,-103,U,6.5 ,106
Boston,2010,9/8/10,TB,W 11-5,Matt Garza (R),Tim Wakefield (R),W -124,O 9.5 -105,,HOME,W,11,5,6,-124,O,9.5 ,-105
Boston,2010,9/7/10,TB,L 5-14,David Price (L),Daisuke Matsuzaka (R),L 114,O 8.5 -123,,HOME,L,5,14,-9,114,O,8.5 ,-123
Boston,2010,9/6/10,TB,W 12-5,Jeff Niemann (R),Jon Lester (L),W -155,O 8.5 -115,,HOME,W,12,5,7,-155,O,8.5 ,-115
Boston,2010,9/5/10,CHW,L 5-7,Mark Buehrle (L),Josh Beckett (R),L -139,O 9 -104,,HOME,L,5,7,-2,-139,O,9 ,-104
Boston,2010,9/4/10,CHW,L 1-3,Gavin Floyd (R),John Lackey (R),L -123,U 9 -103,,HOME,L,1,3,-2,-123,U,9 ,-103
Boston,2010,9/4/10,CHW,L 1-3,John Danks (L),Clay Buchholz (R),L -158,U 8 -112,,HOME,L,1,3,-2,-158,U,8 ,-112
Boston,2010,9/2/10,@ BAL,W 6-4,Daisuke Matsuzaka (R),Bradley Bergesen (R),W -134,O 9 -115,,AWAY,W,6,4,2,-134,O,9 ,-115
Boston,2010,9/1/10,@ BAL,W 9-6,Jon Lester (L),Jacob Arrieta (R),W -210,O 8.5 100,,AWAY,W,9,6,3,-210,O,8.5 ,100
Boston,2010,8/31/10,@ BAL,L 2-5,Josh Beckett (R),Brian Matusz (L),L -137,U 8.5 -108,,AWAY,L,2,5,-3,-137,U,8.5 ,-108
Boston,2010,8/29/10,@ TB,L 3-5,John Lackey (R),James Shields (R),L 131,U 8.5 -107,,AWAY,L,3,5,-2,131,U,8.5 ,-107
Boston,2010,8/28/10,@ TB,L 2-3,Clay Buchholz (R),Matt Garza (R),L 138,U 7.5 -109,,AWAY,L,2,3,-1,138,U,7.5 ,-109
Boston,2010,8/27/10,@ TB,W 3-1,Jon Lester (L),David Price (L),W 131,U 7 108,,AWAY,W,3,1,2,131,U,7 ,108
Boston,2010,8/25/10,SEA,L 2-4,Felix Hernandez (R),Tim Wakefield (R),L 100,U 8 105,,HOME,L,2,4,-2,100,U,8 ,105
Boston,2010,8/25/10,SEA,W 5-3,David Pauley (R),Josh Beckett (R),W -212,U 9 -114,,HOME,W,5,3,2,-212,U,9 ,-114
Boston,2010,8/23/10,SEA,W 6-3,Doug Fister (R),John Lackey (R),W -185,P 9 -,,HOME,W,6,3,3,-185,P,9 ,9 -
Boston,2010,8/22/10,TOR,W 5-0,Shaun Marcum (R),Clay Buchholz (R),W -141,U 8 -120,,HOME,W,5,0,5,-141,U,8 ,-120
Boston,2010,8/21/10,TOR,W 5-4,Ricky Romero (L),Daisuke Matsuzaka (R),W -136,O 8.5 -102,,HOME,W,5,4,1,-136,O,8.5 ,-102
Boston,2010,8/20/10,TOR,L 2-16,Brett Cecil (L),Jon Lester (L),L -187,O 8.5 -107,,HOME,L,2,16,-14,-187,O,8.5 ,-107
Boston,2010,8/19/10,LAA,L 2-7,Ervin Santana (R),Josh Beckett (R),L -151,U 9.5 -116,,HOME,L,2,7,-5,-151,U,9.5 ,-116
Boston,2010,8/18/10,LAA,W 7-5,Scott Kazmir (L),John Lackey (R),W -176,O 10 -110,,HOME,W,7,5,2,-176,O,10 ,-110
Boston,2010,8/17/10,LAA,W 6-0,Jered Weaver (R),Clay Buchholz (R),W -136,U 8 -105,,HOME,W,6,0,6,-136,U,8 ,-105
Boston,2010,8/15/10,@ TEX,L 3-7,Daisuke Matsuzaka (R),C.J. Wilson (L),L 133,O 9.5 105,,AWAY,L,3,7,-4,133,O,9.5 ,105
Boston,2010,8/14/10,@ TEX,W 3-1,Jon Lester (L),Colby Lewis (R),W -104,U 8.5 -105,,AWAY,W,3,1,2,-104,U,8.5 ,-105
Boston,2010,8/13/10,@ TEX,L 9-10,Josh Beckett (R),Tommy Hunter (R),L 119,O 9.5 -103,,AWAY,L,9,10,-1,119,O,9.5 ,-103
Boston,2010,8/12/10,@ TOR,L 5-6,John Lackey (R),Brad Mills (L),L -104,O 10 102,,AWAY,L,5,6,-1,-104,O,10 ,102
Boston,2010,8/11/10,@ TOR,W 10-1,Clay Buchholz (R),Shaun Marcum (R),W 104,O 8 -109,,AWAY,W,10,1,9,104,O,8 ,-109
Boston,2010,8/10/10,@ TOR,W 7-5,Daisuke Matsuzaka (R),Ricky Romero (L),W 119,O 8 -105,,AWAY,W,7,5,2,119,O,8 ,-105
Boston,2010,8/9/10,@ NYY,W 2-1,Jon Lester (L),Philip Hughes (R),W 120,U 8.5 109,,AWAY,W,2,1,1,120,U,8.5 ,109
Boston,2010,8/8/10,@ NYY,L 2-7,Josh Beckett (R),Dustin Moseley (R),L 109,P 9 -,,AWAY,L,2,7,-5,109,P,9 ,9 -
Boston,2010,8/7/10,@ NYY,L 2-5,John Lackey (R),CC Sabathia (L),L 194,U 9 -116,,AWAY,L,2,5,-3,194,U,9 ,-116
Boston,2010,8/6/10,@ NYY,W 6-3,Clay Buchholz (R),Javier Vazquez (R),W 145,P 9 -,,AWAY,W,6,3,3,145,P,9 ,9 -
Boston,2010,8/5/10,CLE,W 6-2,Josh Tomlin (R),Daisuke Matsuzaka (R),W -198,U 9 103,,HOME,W,6,2,4,-198,U,9 ,103
Boston,2010,8/4/10,CLE,L 1-9,Justin Masterson (R),Jon Lester (L),L -247,O 8.5 -116,,HOME,L,1,9,-8,-247,O,8.5 ,-116
Boston,2010,8/3/10,CLE,W 3-1,David Huff (L),Josh Beckett (R),W -239,U 9.5 102,,HOME,W,3,1,2,-239,U,9.5 ,102
Boston,2010,8/2/10,CLE,L 5-6,Fausto Carmona (R),John Lackey (R),L -195,O 9 101,,HOME,L,5,6,-1,-195,O,9 ,101
Boston,2010,8/1/10,DET,W 4-3,Justin Verlander (R),Clay Buchholz (R),W -138,U 8 -108,,HOME,W,4,3,1,-138,U,8 ,-108
Boston,2010,7/31/10,DET,W 5-4,Max Scherzer (R),Daisuke Matsuzaka (R),W -180,O 8.5 -113,,HOME,W,5,4,1,-180,O,8.5 ,-113
Boston,2010,7/30/10,DET,L 5-6,Armando Galarraga (R),Jon Lester (L),L -252,O 8.5 -110,,HOME,L,5,6,-1,-252,O,8.5 ,-110
Boston,2010,7/28/10,@ LAA,W 7-3,Josh Beckett (R),Scot Shields (R),W 103,O 8.5 -106,,AWAY,W,7,3,4,103,O,8.5 ,-106
Boston,2010,7/27/10,@ LAA,W 4-2,John Lackey (R),Jered Weaver (R),W 139,U 7.5 -102,,AWAY,W,4,2,2,139,U,7.5 ,-102
Boston,2010,7/26/10,@ LAA,W 6-3,Clay Buchholz (R),Dan Haren (R),W 122,O 7.5 -104,,AWAY,W,6,3,3,122,O,7.5 ,-104
Boston,2010,7/25/10,@ SEA,L 2-4,Daisuke Matsuzaka (R),Doug Fister (R),L -137,U 7.5 -107,,AWAY,L,2,4,-2,-137,U,7.5 ,-107
Boston,2010,7/24/10,@ SEA,L 1-5,Jon Lester (L),David Pauley (R),L -187,U 7.5 -117,,AWAY,L,1,5,-4,-187,U,7.5 ,-117
Boston,2010,7/23/10,@ SEA,W 2-1,Josh Beckett (R),Jason Vargas (L),W -117,U 7.5 -105,,AWAY,W,2,1,1,-117,U,7.5 ,-105
Boston,2010,7/22/10,@ SEA,W 8-6,John Lackey (R),Ryan Rowland-Smith (L),W -153,O 8.5 -102,,AWAY,W,8,6,2,-153,O,8.5 ,-102
Boston,2010,7/21/10,@ OAK,L 4-6,Clay Buchholz (R),Gio Gonzalez (L),L -107,O 7.5 102,,AWAY,L,4,6,-2,-107,O,7.5 ,102
Boston,2010,7/20/10,@ OAK,L 4-5,Tim Wakefield (R),Dallas Braden (L),L 108,O 8 -119,,AWAY,L,4,5,-1,108,O,8 ,-119
Boston,2010,7/19/10,@ OAK,W 2-1,Daisuke Matsuzaka (R),Ben Sheets (R),W 107,U 8 -105,,AWAY,W,2,1,1,107,U,8 ,-105
Boston,2010,7/18/10,TEX,L 2-4,C.J. Wilson (L),Jon Lester (L),L -156,U 8.5 104,,HOME,L,2,4,-2,-156,U,8.5 ,104
Boston,2010,7/17/10,TEX,W 3-2,Cliff Lee (L),John Lackey (R),W 133,U 9 -110,,HOME,W,3,2,1,133,U,9 ,-110
Boston,2010,7/16/10,TEX,L 4-8,Colby Lewis (R),Felix Doubront (L),L 115,O 9.5 -119,,HOME,L,4,8,-4,115,O,9.5 ,-119
Boston,2010,7/15/10,TEX,L 2-7,Tommy Hunter (R),Tim Wakefield (R),L -109,U 9.5 -107,,HOME,L,2,7,-5,-109,U,9.5 ,-107
Boston,2010,7/11/10,@ TOR,W 3-2,Daisuke Matsuzaka (R),Jesse Litsch (R),W -118,U 9.5 113,,AWAY,W,3,2,1,-118,U,9.5 ,113
Boston,2010,7/10/10,@ TOR,L 5-9,John Lackey (R),Brandon Morrow (R),L 105,O 9 111,,AWAY,L,5,9,-4,105,O,9 ,111
Boston,2010,7/9/10,@ TOR,W 14-3,Jon Lester (L),Ricky Romero (L),W -132,O 7.5 111,,AWAY,W,14,3,11,-132,O,7.5 ,111
Boston,2010,7/7/10,@ TB,L 4-6,Tim Wakefield (R),David Price (L),L 166,O 8.5 111,,AWAY,L,4,6,-2,166,O,8.5 ,111
Boston,2010,7/6/10,@ TB,L 2-3,Felix Doubront (L),Jeff Niemann (R),L 161,U 9 -116,,AWAY,L,2,3,-1,161,U,9 ,-116
Boston,2010,7/5/10,@ TB,L 5-6,Daisuke Matsuzaka (R),Matt Garza (R),L 154,O 8.5 -109,,AWAY,L,5,6,-1,154,O,8.5 ,-109
Boston,2010,7/4/10,BAL,L 1-6,Brian Matusz (L),John Lackey (R),L -205,U 9.5 -120,,HOME,L,1,6,-5,-205,U,9.5 ,-120
Boston,2010,7/3/10,BAL,W 9-3,Jeremy Guthrie (R),Jon Lester (L),W -273,O 8.5 -113,,HOME,W,9,3,6,-273,O,8.5 ,-113
Boston,2010,7/2/10,BAL,W 3-2,Bradley Bergesen (R),Tim Wakefield (R),W -213,U 10 -119,,HOME,W,3,2,1,-213,U,10 ,-119
Boston,2010,6/30/10,TB,L 4-9,Matt Garza (R),Daisuke Matsuzaka (R),L -106,O 9.5 100,,HOME,L,4,9,-5,-106,O,9.5 ,100
Boston,2010,6/29/10,TB,W 8-5,James Shields (R),John Lackey (R),W -109,O 9.5 105,,HOME,W,8,5,3,-109,O,9.5 ,105
Boston,2010,6/27/10,@ SF,W 5-1,Jon Lester (L),Tim Lincecum (R),W 111,U 6.5 -111,,AWAY,W,5,1,4,111,U,6.5 ,-111
Boston,2010,6/26/10,@ SF,W 4-2,Clay Buchholz (R),Madison Bumgarner (L),W -140,U 8 -102,,AWAY,W,4,2,2,-140,U,8 ,-102
Boston,2010,6/25/10,@ SF,L 4-5,Tim Wakefield (R),Jonathan Sanchez (L),L 119,O 8 -109,,AWAY,L,4,5,-1,119,O,8 ,-109
Boston,2010,6/24/10,@ COL,W 13-11,Daisuke Matsuzaka (R),Jason Hammel (R),W 106,O 9.5 -111,,AWAY,W,13,11,2,106,O,9.5 ,-111
Boston,2010,6/23/10,@ COL,L 6-8,John Lackey (R),Ubaldo Jimenez (R),L 155,O 8 -117,,AWAY,L,6,8,-2,155,O,8 ,-117
Boston,2010,6/22/10,@ COL,L 1-2,Jon Lester (L),Jhoulys Chacin (R),L -139,U 8.5 105,,AWAY,L,1,2,-1,-139,U,8.5 ,105
Boston,2010,6/20/10,LA,W 2-0,Hiroki Kuroda (R),Clay Buchholz (R),W -153,U 9.5 -102,,HOME,W,2,0,2,-153,U,9.5 ,-102
Boston,2010,6/19/10,LA,W 5-4,Vicente Padilla (R),Tim Wakefield (R),W -154,U 11 -104,,HOME,W,5,4,1,-154,U,11 ,-104
Boston,2010,6/18/10,LA,W 10-6,Carlos Monasterios (R),Felix Doubront (L),W -136,O 10.5 -120,,HOME,W,10,6,4,-136,O,10.5 ,-120
Boston,2010,6/17/10,ARI,W 8-5,Dan Haren (R),John Lackey (R),W -145,O 9 110,,HOME,W,8,5,3,-145,O,9 ,110
Boston,2010,6/16/10,ARI,W 6-2,Rodrigo Lopez (R),Jon Lester (L),W -270,U 9 106,,HOME,W,6,2,4,-270,U,9 ,106
Boston,2010,6/15/10,ARI,W 6-3,Ian Kennedy (R),Clay Buchholz (R),W -190,U 9.5 -110,,HOME,W,6,3,3,-190,U,9.5 ,-110
Boston,2010,6/13/10,PHI,L 3-5,Cole Hamels (L),Tim Wakefield (R),L 101,U 9.5 -118,,HOME,L,3,5,-2,101,U,9.5 ,-118
Boston,2010,6/12/10,PHI,W 10-2,Joe Blanton (R),Scott Atchison (R),W -153,O 10 102,,HOME,W,10,2,8,-153,O,10 ,102
Boston,2010,6/11/10,PHI,W 12-2,Jamie Moyer (L),John Lackey (R),W -140,O 10.5 108,,HOME,W,12,2,10,-140,O,10.5 ,108
Boston,2010,6/10/10,@ CLE,L 7-8,Jon Lester (L),Mitch Talbot (R),L -195,O 8.5 -111,,AWAY,L,7,8,-1,-195,O,8.5 ,-111
Boston,2010,6/9/10,@ CLE,L 0-11,Clay Buchholz (R),Justin Masterson (R),L -172,O 9 102,,AWAY,L,0,11,-11,-172,O,9 ,102
Boston,2010,6/8/10,@ CLE,W 3-2,Tim Wakefield (R),David Huff (L),W -159,U 9.5 -102,,AWAY,W,3,2,1,-159,U,9.5 ,-102
Boston,2010,6/7/10,@ CLE,W 4-1,Daisuke Matsuzaka (R),Fausto Carmona (R),W -148,U 9 100,,AWAY,W,4,1,3,-148,U,9 ,100
Boston,2010,6/6/10,@ BAL,L 3-4,John Lackey (R),Brian Matusz (L),L -159,U 9.5 -110,,AWAY,L,3,4,-1,-159,U,9.5 ,-110
Boston,2010,6/5/10,@ BAL,W 8-2,Jon Lester (L),Jeremy Guthrie (R),W -193,O 8.5 100,,AWAY,W,8,2,6,-193,O,8.5 ,100
Boston,2010,6/4/10,@ BAL,W 11-0,Clay Buchholz (R),Chris Tillman (R),W -170,O 9.5 103,,AWAY,W,11,0,11,-170,O,9.5 ,103
Boston,2010,6/3/10,OAK,L 8-9,Brett Anderson (L),Tim Wakefield (R),L -116,O 9 -101,,HOME,L,8,9,-1,-116,O,9 ,-101
Boston,2010,6/2/10,OAK,W 6-4,Ben Sheets (R),Daisuke Matsuzaka (R),W -141,O 9.5 -113,,HOME,W,6,4,2,-141,O,9.5 ,-113
Boston,2010,6/1/10,OAK,W 9-4,Gio Gonzalez (L),John Lackey (R),W -153,O 9 -114,,HOME,W,9,4,5,-153,O,9 ,-114
Boston,2010,5/30/10,KC,W 8-1,Bruce Chen (L),Jon Lester (L),W -275,P 9 -,,HOME,W,8,1,7,-275,P,9 ,9 -
Boston,2010,5/29/10,KC,W 1-0,Zack Greinke (R),Clay Buchholz (R),W -146,U 8.5 -120,,HOME,W,1,0,1,-146,U,8.5 ,-120
Boston,2010,5/28/10,KC,L 5-12,Kyle Davies (R),Tim Wakefield (R),L -187,O 9.5 103,,HOME,L,5,12,-7,-187,O,9.5 ,103
Boston,2010,5/27/10,KC,L 3-4,Brian Bannister (R),Daisuke Matsuzaka (R),L -198,U 9.5 -115,,HOME,L,3,4,-1,-198,U,9.5 ,-115
Boston,2010,5/26/10,@ TB,W 11-3,John Lackey (R),Matt Garza (R),W 149,O 8.5 106,,AWAY,W,11,3,8,149,O,8.5 ,106
Boston,2010,5/25/10,@ TB,W 2-0,Jon Lester (L),James Shields (R),W 106,U 8 -105,,AWAY,W,2,0,2,106,U,8 ,-105
Boston,2010,5/24/10,@ TB,W 6-1,Clay Buchholz (R),Wade Davis (R),W 125,U 9 102,,AWAY,W,6,1,5,125,U,9 ,102
Boston,2010,5/23/10,@ PHI,W 8-3,Tim Wakefield (R),Roy Halladay (R),W 184,O 8 -103,,AWAY,W,8,3,5,184,O,8 ,-103
Boston,2010,5/22/10,@ PHI,W 5-0,Daisuke Matsuzaka (R),Kyle Kendrick (R),W 110,U 10.5 -108,,AWAY,W,5,0,5,110,U,10.5 ,-108
Boston,2010,5/21/10,@ PHI,L 1-5,John Lackey (R),Cole Hamels (L),L 132,U 9.5 -111,,AWAY,L,1,5,-4,132,U,9.5 ,-111
Boston,2010,5/20/10,MIN,W 6-2,Francisco Liriano (L),Jon Lester (L),W -138,P 8 -,,HOME,W,6,2,4,-138,P,8 ,8 -
Boston,2010,5/19/10,MIN,W 3-2,Scott Baker (R),Clay Buchholz (R),W -118,U 9.5 -106,,HOME,W,3,2,1,-118,U,9.5 ,-106
Boston,2010,5/18/10,@ NYY,W 7-6,Josh Beckett (R),CC Sabathia (L),W 167,O 8.5 -108,,AWAY,W,7,6,1,167,O,8.5 ,-108
Boston,2010,5/17/10,@ NYY,L 9-11,Daisuke Matsuzaka (R),Philip Hughes (R),L 170,O 9 104,,AWAY,L,9,11,-2,170,O,9 ,104
Boston,2010,5/16/10,@ DET,L 1-5,John Lackey (R),Armando Galarraga (R),L -137,U 9.5 -123,,AWAY,L,1,5,-4,-137,U,9.5 ,-123
Boston,2010,5/15/10,@ DET,L 6-7,Jon Lester (L),Dontrelle Willis (L),L -176,O 9 102,,AWAY,L,6,7,-1,-176,O,9 ,102
Boston,2010,5/14/10,@ DET,W 7-2,Clay Buchholz (R),Max Scherzer (R),W -117,P 9 -,,AWAY,W,7,2,5,-117,P,9 ,9 -
Boston,2010,5/12/10,TOR,L 2-3,Shaun Marcum (R),Tim Wakefield (R),L -106,U 9.5 -110,,HOME,L,2,3,-1,-106,U,9.5 ,-110
Boston,2010,5/11/10,TOR,W 6-1,Dana Eveland (L),Daisuke Matsuzaka (R),W -148,U 10.5 -112,,HOME,W,6,1,5,-148,U,10.5 ,-112
Boston,2010,5/10/10,TOR,W 7-6,Brandon Morrow (R),John Lackey (R),W -190,O 9.5 101,,HOME,W,7,6,1,-190,O,9.5 ,101
Boston,2010,5/9/10,NYY,W 9-3,A.J. Burnett (R),Jon Lester (L),W -109,O 9 107,,HOME,W,9,3,6,-109,O,9 ,107
Boston,2010,5/8/10,NYY,L 3-14,CC Sabathia (L),Clay Buchholz (R),L 128,O 9 107,,HOME,L,3,14,-11,128,O,9 ,107
Boston,2010,5/7/10,NYY,L 3-10,Philip Hughes (R),Josh Beckett (R),L -103,O 9.5 104,,HOME,L,3,10,-7,-103,O,9.5 ,104
Boston,2010,5/6/10,LAA,W 11-6,Scott Kazmir (L),Daisuke Matsuzaka (R),W -130,O 10.5 100,,HOME,W,11,6,5,-130,O,10.5 ,100
Boston,2010,5/5/10,LAA,W 3-1,Joel Pineiro (R),John Lackey (R),W -162,U 9.5 100,,HOME,W,3,1,2,-162,U,9.5 ,100
Boston,2010,5/4/10,LAA,W 5-1,Ervin Santana (R),Jon Lester (L),W -172,U 9 -108,,HOME,W,5,1,4,-172,U,9 ,-108
Boston,2010,5/3/10,LAA,W 17-8,Joe Saunders (L),Clay Buchholz (R),W -175,O 10 -103,,HOME,W,17,8,9,-175,O,10 ,-103
Boston,2010,5/2/10,@ BAL,L 2-3,Josh Beckett (R),Kevin Millwood (R),L -153,U 9 102,,AWAY,L,2,3,-1,-153,U,9 ,102
Boston,2010,5/1/10,@ BAL,L 9-12,Daisuke Matsuzaka (R),Bradley Bergesen (R),L -154,O 10 106,,AWAY,L,9,12,-3,-154,O,10 ,106
Boston,2010,4/30/10,@ BAL,L 4-5,John Lackey (R),David Hernandez (R),L -152,P 9 -,,AWAY,L,4,5,-1,-152,P,9 ,9 -
Boston,2010,4/28/10,@ TOR,W 2-0,Jon Lester (L),Brett Cecil (L),W -146,U 8.5 -103,,AWAY,W,2,0,2,-146,U,8.5 ,-103
Boston,2010,4/27/10,@ TOR,W 2-1,Clay Buchholz (R),Shaun Marcum (R),W -105,U 8.5 105,,AWAY,W,2,1,1,-105,U,8.5 ,105
Boston,2010,4/26/10,@ TOR,W 13-12,Josh Beckett (R),Dana Eveland (L),W -137,O 9 -107,,AWAY,W,13,12,1,-137,O,9 ,-107
Boston,2010,4/25/10,BAL,L 6-7,David Hernandez (R),Tim Wakefield (R),L -155,O 10.5 -109,,HOME,L,6,7,-1,-155,O,10.5 ,-109
Boston,2010,4/24/10,BAL,W 7-6,Brian Matusz (L),John Lackey (R),W -174,O 8.5 101,,HOME,W,7,6,1,-174,O,8.5 ,101
Boston,2010,4/23/10,BAL,W 4-3,Jeremy Guthrie (R),Jon Lester (L),W -210,U 8.5 -101,,HOME,W,4,3,1,-210,U,8.5 ,-101
Boston,2010,4/22/10,TEX,L 0-3,C.J. Wilson (L),Clay Buchholz (R),L -141,U 9 -117,,HOME,L,0,3,-3,-141,U,9 ,-117
Boston,2010,4/21/10,TEX,W 8-7,Matt Harrison (L),Josh Beckett (R),W -188,O 9 104,,HOME,W,8,7,1,-188,O,9 ,104
Boston,2010,4/20/10,TEX,W 7-6,Colby Lewis (R),Tim Wakefield (R),W -130,O 9.5 109,,HOME,W,7,6,1,-130,O,9.5 ,109
Boston,2010,4/19/10,TB,L 2-8,Jeff Niemann (R),John Lackey (R),L -166,O 8.5 -105,,HOME,L,2,8,-6,-166,O,8.5 ,-105
Boston,2010,4/18/10,TB,L 1-7,Matt Garza (R),Jon Lester (L),L -136,U 8.5 -114,,HOME,L,1,7,-6,-136,U,8.5 ,-114
Boston,2010,4/17/10,TB,L 5-6,James Shields (R),Clay Buchholz (R),L -125,O 9 100,,HOME,L,5,6,-1,-125,O,9 ,100
Boston,2010,4/16/10,TB,L 1-3,Wade Davis (R),Josh Beckett (R),L -165,U 9.5 -121,,HOME,L,1,3,-2,-165,U,9.5 ,-121
Boston,2010,4/15/10,@ MIN,L 0-8,Tim Wakefield (R),Francisco Liriano (L),L 112,U 9.5 102,,AWAY,L,0,8,-8,112,U,9.5 ,102
Boston,2010,4/14/10,@ MIN,W 6-3,John Lackey (R),Kevin Slowey (R),W -111,P 9 -,,AWAY,W,6,3,3,-111,P,9 ,9 -
Boston,2010,4/12/10,@ MIN,L 2-5,Jon Lester (L),Carl Pavano (R),L -127,U 9 -114,,AWAY,L,2,5,-3,-127,U,9 ,-114
Boston,2010,4/11/10,@ KC,W 8-6,Clay Buchholz (R),Gil Meche (R),W -162,O 9 -107,,AWAY,W,8,6,2,-162,O,9 ,-107
Boston,2010,4/10/10,@ KC,W 8-3,Josh Beckett (R),Zack Greinke (R),W -107,O 7 -113,,AWAY,W,8,3,5,-107,O,7 ,-113
Boston,2010,4/9/10,@ KC,L 3-4,Tim Wakefield (R),Kyle Davies (R),L -151,U 9.5 -107,,AWAY,L,3,4,-1,-151,U,9.5 ,-107
Boston,2010,4/7/10,NYY,L 1-3,Andy Pettitte (L),John Lackey (R),L -138,U 10 -106,,HOME,L,1,3,-2,-138,U,10 ,-106
Boston,2010,4/6/10,NYY,L 4-6,A.J. Burnett (R),Jon Lester (L),L -136,O 9.5 101,,HOME,L,4,6,-2,-136,O,9.5 ,101
Boston,2010,4/4/10,NYY,W 9-7,CC Sabathia (L),Josh Beckett (R),W -118,O 9 106,,HOME,W,9,7,2,-118,O,9 ,106
NY Yankees,2010,10/22/10,@ TEX,L 1-6,Phil Hughes (R),Colby Lewis (R),L -107,U 9 -111,,AWAY,L,1,6,-5,-107,U,9 ,-111
NY Yankees,2010,10/20/10,TEX,W 7-2,C.J. Wilson (L),CC Sabathia (L),W -173,O 8 109,,HOME,W,7,2,5,-173,O,8 ,109
NY Yankees,2010,10/19/10,TEX,L 3-10,Tommy Hunter (R),A.J. Burnett (R),L -157,O 9.5 -109,,HOME,L,3,10,-7,-157,O,9.5 ,-109
NY Yankees,2010,10/18/10,TEX,L 0-8,Cliff Lee (L),Andy Pettitte (L),L 104,O 7.5 104,,HOME,L,0,8,-8,104,O,7.5 ,104
NY Yankees,2010,10/16/10,@ TEX,L 2-7,Phil Hughes (R),Colby Lewis (R),L -116,P 9 -,,AWAY,L,2,7,-5,-116,P,9 ,9 -
NY Yankees,2010,10/15/10,@ TEX,W 6-5,CC Sabathia (L),C.J. Wilson (L),W -133,O 8.5 106,,AWAY,W,6,5,1,-133,O,8.5 ,106
