Team,Season,Date,Vs,Score,Away Starter,Home Starter,BAL Line,O/U,,FIELD,Game Result,Runs Scr,Runs Alw,Margin,Side Line,O/U Result,O/U Line,O/U Odds
Baltimore,2010,10/3/10,DET,L 2-4,Phil Coke (L),Bradley Bergesen (R),L -155,U 8.5 -106,,HOME,L,2,4,-2,-155,U,8.5 ,-106
Baltimore,2010,10/2/10,DET,W 2-1,Armando Galarraga (R),Brian Matusz (L),W -155,U 8.5 -116,,HOME,W,2,1,1,-155,U,8.5 ,-116
Baltimore,2010,10/1/10,DET,W 2-1,Rick Porcello (R),Jeremy Guthrie (R),W -145,U 8 -106,,HOME,W,2,1,1,-145,U,8 ,-106
Baltimore,2010,10/1/10,DET,W 10-6,Jeremy Bonderman (R),Chris Tillman (R),W -120,O 9 107,,HOME,W,10,6,4,-120,O,9 ,107
Baltimore,2010,9/29/10,@ TB,W 2-0,Kevin Millwood (R),Jeff Niemann (R),W 176,U 9 -107,,AWAY,W,2,0,2,176,U,9 ,-107
Baltimore,2010,9/28/10,@ TB,L 0-5,Bradley Bergesen (R),David Price (L),L 221,U 7.5 -113,,AWAY,L,0,5,-5,221,U,7.5 ,-113
Baltimore,2010,9/27/10,@ TB,W 4-0,Brian Matusz (L),Wade Davis (R),W 157,U 8.5 -111,,AWAY,W,4,0,4,157,U,8.5 ,-111
Baltimore,2010,9/26/10,@ TOR,L 2-5,Rick VandenHurk (R),Shaun Marcum (R),L 168,U 9 -121,,AWAY,L,2,5,-3,168,U,9 ,-121
Baltimore,2010,9/25/10,@ TOR,L 4-5,Jeremy Guthrie (R),Ricky Romero (L),L 141,O 8.5 103,,AWAY,L,4,5,-1,141,O,8.5 ,103
Baltimore,2010,9/24/10,@ TOR,L 4-6,Chris Tillman (R),Brett Cecil (L),L 150,O 9 -116,,AWAY,L,4,6,-2,150,O,9 ,-116
Baltimore,2010,9/22/10,@ BOS,L 1-6,Kevin Millwood (R),John Lackey (R),L 153,U 9.5 -111,,AWAY,L,1,6,-5,153,U,9.5 ,-111
Baltimore,2010,9/21/10,@ BOS,W 9-1,Bradley Bergesen (R),Clay Buchholz (R),W 195,O 8.5 100,,AWAY,W,9,1,8,195,O,8.5 ,100
Baltimore,2010,9/20/10,@ BOS,W 4-2,Brian Matusz (L),Daisuke Matsuzaka (R),W 133,U 9 -107,,AWAY,W,4,2,2,133,U,9 ,-107
Baltimore,2010,9/19/10,NYY,W 4-3,Andy Pettitte (L),Chris Tillman (R),W 154,U 9 -111,,HOME,W,4,3,1,154,U,9 ,-111
Baltimore,2010,9/18/10,NYY,L 3-11,CC Sabathia (L),Jeremy Guthrie (R),L 173,O 8 110,,HOME,L,3,11,-8,173,O,8 ,110
Baltimore,2010,9/17/10,NYY,L 3-4,A.J. Burnett (R),Kevin Millwood (R),L 140,U 9.5 -116,,HOME,L,3,4,-1,140,U,9.5 ,-116
Baltimore,2010,9/15/10,TOR,W 3-1,Kyle Drabek (R),Bradley Bergesen (R),W -111,U 9 -102,,HOME,W,3,1,2,-111,U,9 ,-102
Baltimore,2010,9/14/10,TOR,W 11-3,Shawn Hill (R),Jake Arrieta (R),W -110,O 9.5 104,,HOME,W,11,3,8,-110,O,9.5 ,104
Baltimore,2010,9/13/10,TOR,W 4-3,Marc Rzepczynski (L),Brian Matusz (L),W -135,U 9 -111,,HOME,W,4,3,1,-135,U,9 ,-111
Baltimore,2010,9/12/10,@ DET,L 2-6,Chris Tillman (R),Justin Verlander (R),L 206,U 8.5 -110,,AWAY,L,2,6,-4,206,U,8.5 ,-110
Baltimore,2010,9/11/10,@ DET,W 5-3,Jeremy Guthrie (R),Max Scherzer (R),W 159,O 7.5 100,,AWAY,W,5,3,2,159,O,7.5 ,100
Baltimore,2010,9/10/10,@ DET,W 6-3,Kevin Millwood (R),Armando Galarraga (R),W 142,P 9 -,,AWAY,W,6,3,3,142,P,9 ,9 -
Baltimore,2010,9/8/10,@ NYY,L 2-3,Bradley Bergesen (R),Ivan Nova (R),L 226,U 10 106,,AWAY,L,2,3,-1,226,U,10 ,106
Baltimore,2010,9/7/10,@ NYY,W 6-2,Jake Arrieta (R),CC Sabathia (L),W 353,U 9 -109,,AWAY,W,6,2,4,353,U,9 ,-109
Baltimore,2010,9/6/10,@ NYY,W 4-3,Brian Matusz (L),A.J. Burnett (R),W 183,U 9.5 -119,,AWAY,W,4,3,1,183,U,9.5 ,-119
Baltimore,2010,9/5/10,TB,W 8-7,Wade Davis (R),Chris Tillman (R),W 148,O 9.5 111,,HOME,W,8,7,1,148,O,9.5 ,111
Baltimore,2010,9/4/10,TB,W 8-4,James Shields (R),Jeremy Guthrie (R),W 136,O 8.5 -114,,HOME,W,8,4,4,136,O,8.5 ,-114
Baltimore,2010,9/3/10,TB,L 1-4,Matt Garza (R),Kevin Millwood (R),L 173,U 8.5 -102,,HOME,L,1,4,-3,173,U,8.5 ,-102
Baltimore,2010,9/2/10,BOS,L 4-6,Daisuke Matsuzaka (R),Bradley Bergesen (R),L 126,O 9 -115,,HOME,L,4,6,-2,126,O,9 ,-115
Baltimore,2010,9/1/10,BOS,L 6-9,Jon Lester (L),Jake Arrieta (R),L 196,O 8.5 100,,HOME,L,6,9,-3,196,O,8.5 ,100
Baltimore,2010,8/31/10,BOS,W 5-2,Josh Beckett (R),Brian Matusz (L),W 129,U 8.5 -108,,HOME,W,5,2,3,129,U,8.5 ,-108
Baltimore,2010,8/29/10,@ LAA,W 1-0,Jeremy Guthrie (R),Jered Weaver (R),W 185,U 7.5 -116,,AWAY,W,1,0,1,185,U,7.5 ,-116
Baltimore,2010,8/28/10,@ LAA,W 5-0,Kevin Millwood (R),Scott Kazmir (L),W 151,U 8.5 101,,AWAY,W,5,0,5,151,U,8.5 ,101
Baltimore,2010,8/27/10,@ LAA,W 3-1,Bradley Bergesen (R),Trevor Bell (R),W 131,U 9 101,,AWAY,W,3,1,2,131,U,9 ,101
Baltimore,2010,8/26/10,@ CHW,L 0-8,Jake Arrieta (R),Edwin Jackson (R),L 174,U 9 -102,,AWAY,L,0,8,-8,174,U,9 ,-102
Baltimore,2010,8/25/10,@ CHW,W 4-2,Brian Matusz (L),Mark Buehrle (L),W 161,U 9 -128,,AWAY,W,4,2,2,161,U,9 ,-128
Baltimore,2010,8/24/10,@ CHW,L 5-7,Jeremy Guthrie (R),Gavin Floyd (R),L 156,O 8.5 106,,AWAY,L,5,7,-2,156,O,8.5 ,106
Baltimore,2010,8/22/10,TEX,L 4-6,Tommy Hunter (R),Kevin Millwood (R),L 119,O 9.5 -102,,HOME,L,4,6,-2,119,O,9.5 ,-102
Baltimore,2010,8/21/10,TEX,W 8-6,Cliff Lee (L),Bradley Bergesen (R),W 195,O 7.5 -104,,HOME,W,8,6,2,195,O,7.5 ,-104
Baltimore,2010,8/20/10,TEX,L 0-2,C.J. Wilson (L),Jake Arrieta (R),L 172,U 9 -115,,HOME,L,0,2,-2,172,U,9 ,-115
Baltimore,2010,8/19/10,TEX,W 4-0,Colby Lewis (R),Brian Matusz (L),W 149,U 9 -125,,HOME,W,4,0,4,149,U,9 ,-125
Baltimore,2010,8/18/10,SEA,L 5-6,David Pauley (R),Jeremy Guthrie (R),L -141,O 8.5 -110,,HOME,L,5,6,-1,-141,O,8.5 ,-110
Baltimore,2010,8/17/10,SEA,L 0-4,Luke French (L),Kevin Millwood (R),L -113,U 9 -108,,HOME,L,0,4,-4,-113,U,9 ,-108
Baltimore,2010,8/16/10,SEA,W 5-4,Doug Fister (R),Bradley Bergesen (R),W -118,O 8.5 -118,,HOME,W,5,4,1,-118,O,8.5 ,-118
Baltimore,2010,8/15/10,@ TB,L 2-3,Jake Arrieta (R),Jeremy Hellickson (R),L 219,U 8.5 101,,AWAY,L,2,3,-1,219,U,8.5 ,101
Baltimore,2010,8/14/10,@ TB,L 3-7,Brian Matusz (L),Andy Sonnanstine (R),L 168,O 9 -111,,AWAY,L,3,7,-4,168,O,9 ,-111
Baltimore,2010,8/13/10,@ TB,W 5-0,Jeremy Guthrie (R),James Shields (R),W 180,U 8.5 104,,AWAY,W,5,0,5,180,U,8.5 ,104
Baltimore,2010,8/12/10,@ CLE,L 1-4,Kevin Millwood (R),Jeanmar Gomez (R),L 115,U 9.5 -107,,AWAY,L,1,4,-3,115,U,9.5 ,-107
Baltimore,2010,8/11/10,@ CLE,W 3-1,Bradley Bergesen (R),Josh Tomlin (R),W 125,U 9 -120,,AWAY,W,3,1,2,125,U,9 ,-120
Baltimore,2010,8/10/10,@ CLE,W 14-8,Jake Arrieta (R),Justin Masterson (R),W 129,O 9 -106,,AWAY,W,14,8,6,129,O,9 ,-106
Baltimore,2010,8/9/10,CHW,W 3-2,Edwin Jackson (R),Brian Matusz (L),W 121,U 9 103,,HOME,W,3,2,1,121,U,9 ,103
Baltimore,2010,8/8/10,CHW,W 4-3,Mark Buehrle (L),Jeremy Guthrie (R),W 114,U 8.5 -110,,HOME,W,4,3,1,114,U,8.5 ,-110
Baltimore,2010,8/7/10,CHW,L 2-4,Gavin Floyd (R),Kevin Millwood (R),L 159,U 9 -106,,HOME,L,2,4,-2,159,U,9 ,-106
Baltimore,2010,8/6/10,CHW,W 2-1,John Danks (L),Bradley Bergesen (R),W 151,U 9 -121,,HOME,W,2,1,1,151,U,9 ,-121
Baltimore,2010,8/5/10,LAA,W 5-4,Dan Haren (R),Jake Arrieta (R),W 164,P 9 -,,HOME,W,5,4,1,164,P,9 ,9 -
Baltimore,2010,8/4/10,LAA,W 9-7,Ervin Santana (R),Brian Matusz (L),W 130,O 9 -105,,HOME,W,9,7,2,130,O,9 ,-105
Baltimore,2010,8/3/10,LAA,W 6-3,Trevor Bell (R),Jeremy Guthrie (R),W -110,U 9.5 -110,,HOME,W,6,3,3,-110,U,9.5 ,-110
Baltimore,2010,8/1/10,@ KC,L 4-5,Kevin Millwood (R),Bruce Chen (L),L 126,U 10 -118,,AWAY,L,4,5,-1,126,U,10 ,-118
Baltimore,2010,7/31/10,@ KC,L 3-4,Bradley Bergesen (R),Zack Greinke (R),L 206,U 8.5 106,,AWAY,L,3,4,-1,206,U,8.5 ,106
Baltimore,2010,7/30/10,@ KC,L 5-7,Jake Arrieta (R),Sean O'Sullivan (R),L 121,O 9.5 -117,,AWAY,L,5,7,-2,121,O,9.5 ,-117
Baltimore,2010,7/29/10,@ KC,W 6-5,Brian Matusz (L),Kyle Davies (R),W 112,O 9.5 102,,AWAY,W,6,5,1,112,O,9.5 ,102
Baltimore,2010,7/28/10,@ TOR,L 0-5,Jeremy Guthrie (R),Brad Mills (L),L 136,U 9.5 -106,,AWAY,L,0,5,-5,136,U,9.5 ,-106
Baltimore,2010,7/27/10,@ TOR,L 2-8,Kevin Millwood (R),Ricky Romero (L),L 207,O 9 -102,,AWAY,L,2,8,-6,207,O,9 ,-102
Baltimore,2010,7/26/10,@ TOR,L 5-9,Bradley Bergesen (R),Brandon Morrow (R),L 190,O 9 -110,,AWAY,L,5,9,-4,190,O,9 ,-110
Baltimore,2010,7/25/10,MIN,L 4-10,Kevin Slowey (R),Jake Arrieta (R),L 108,O 9.5 101,,HOME,L,4,10,-6,108,O,9.5 ,101
Baltimore,2010,7/24/10,MIN,L 2-7,Scott Baker (R),Brian Matusz (L),L 121,P 9 -,,HOME,L,2,7,-5,121,P,9 ,9 -
Baltimore,2010,7/23/10,MIN,W 3-2,Brian Duensing (L),Jeremy Guthrie (R),W 122,U 9.5 100,,HOME,W,3,2,1,122,U,9.5 ,100
Baltimore,2010,7/22/10,MIN,L 0-5,Carl Pavano (R),Kevin Millwood (R),L 136,U 9 -105,,HOME,L,0,5,-5,136,U,9 ,-105
Baltimore,2010,7/21/10,TB,L 4-5,James Shields (R),Bradley Bergesen (R),L 200,U 9.5 100,,HOME,L,4,5,-1,200,U,9.5 ,100
Baltimore,2010,7/20/10,TB,W 11-10,Matt Garza (R),Jake Arrieta (R),W 185,O 9 103,,HOME,W,11,10,1,185,O,9 ,103
Baltimore,2010,7/19/10,TB,L 1-8,Wade Davis (R),Chris Tillman (R),L 149,U 9.5 -106,,HOME,L,1,8,-7,149,U,9.5 ,-106
Baltimore,2010,7/18/10,TOR,L 1-10,Shaun Marcum (R),Brian Matusz (L),L 122,O 9 -107,,HOME,L,1,10,-9,122,O,9 ,-107
Baltimore,2010,7/17/10,TOR,L 2-3,Brandon Morrow (R),Jeremy Guthrie (R),L 126,U 9.5 -107,,HOME,L,2,3,-1,126,U,9.5 ,-107
Baltimore,2010,7/16/10,TOR,L 2-4,Ricky Romero (L),Bradley Bergesen (R),L 132,U 9.5 -105,,HOME,L,2,4,-2,132,U,9.5 ,-105
Baltimore,2010,7/11/10,@ TEX,W 4-1,Jake Arrieta (R),C.J. Wilson (L),W 219,U 10 100,,AWAY,W,4,1,3,219,U,10 ,100
Baltimore,2010,7/10/10,@ TEX,W 6-1,Chris Tillman (R),Cliff Lee (L),W 348,U 8.5 102,,AWAY,W,6,1,5,348,U,8.5 ,102
Baltimore,2010,7/9/10,@ TEX,W 7-6,Brian Matusz (L),Scott Feldman (R),W 185,O 10 113,,AWAY,W,7,6,1,185,O,10 ,113
Baltimore,2010,7/8/10,@ TEX,W 6-4,Jeremy Guthrie (R),Tommy Hunter (R),W 232,O 9.5 -104,,AWAY,W,6,4,2,232,O,9.5 ,-104
Baltimore,2010,7/7/10,@ DET,L 2-4,Bradley Bergesen (R),Max Scherzer (R),L 211,U 9 -105,,AWAY,L,2,4,-2,211,U,9 ,-105
Baltimore,2010,7/6/10,@ DET,L 5-7,Jake Arrieta (R),Armando Galarraga (R),L 169,O 10 -106,,AWAY,L,5,7,-2,169,O,10 ,-106
Baltimore,2010,7/5/10,@ DET,L 9-12,Kevin Millwood (R),Andrew Oliver (L),L 173,O 9 -109,,AWAY,L,9,12,-3,173,O,9 ,-109
Baltimore,2010,7/4/10,@ BOS,W 6-1,Brian Matusz (L),John Lackey (R),W 192,U 9.5 -120,,AWAY,W,6,1,5,192,U,9.5 ,-120
Baltimore,2010,7/3/10,@ BOS,L 3-9,Jeremy Guthrie (R),Jon Lester (L),L 254,O 8.5 -113,,AWAY,L,3,9,-6,254,O,8.5 ,-113
Baltimore,2010,7/2/10,@ BOS,L 2-3,Bradley Bergesen (R),Tim Wakefield (R),L 199,U 10 -119,,AWAY,L,2,3,-1,199,U,10 ,-119
Baltimore,2010,7/1/10,OAK,L 1-8,Trevor Cahill (R),Jake Arrieta (R),L 129,P 9 -,,HOME,L,1,8,-7,129,P,9 ,9 -
Baltimore,2010,6/30/10,OAK,W 9-6,Ben Sheets (R),Kevin Millwood (R),W 106,O 9 -103,,HOME,W,9,6,3,106,O,9 ,-103
Baltimore,2010,6/29/10,OAK,L 2-4,Vin Mazzaro (R),Brian Matusz (L),L -107,U 8.5 105,,HOME,L,2,4,-2,-107,U,8.5 ,105
Baltimore,2010,6/27/10,WAS,W 4-3,Luis Atilano (R),Jeremy Guthrie (R),W -113,U 9.5 103,,HOME,W,4,3,1,-113,U,9.5 ,103
Baltimore,2010,6/26/10,WAS,W 6-5,Livan Hernandez (R),Bradley Bergesen (R),W 109,O 9.5 -116,,HOME,W,6,5,1,109,O,9.5 ,-116
Baltimore,2010,6/25/10,WAS,W 7-6,J.D. Martin (R),Jake Arrieta (R),W 109,O 9 -118,,HOME,W,7,6,1,109,O,9 ,-118
Baltimore,2010,6/24/10,FLA,W 11-5,Nate Robertson (L),Kevin Millwood (R),W -101,O 9.5 -109,,HOME,W,11,5,6,-101,O,9.5 ,-109
Baltimore,2010,6/23/10,FLA,L 5-7,Ricky Nolasco (R),Brian Matusz (L),L 107,O 9 -115,,HOME,L,5,7,-2,107,O,9 ,-115
Baltimore,2010,6/22/10,FLA,L 4-10,Anibal Sanchez (R),Jeremy Guthrie (R),L 107,O 8.5 -121,,HOME,L,4,10,-6,107,O,8.5 ,-121
Baltimore,2010,6/20/10,@ SD,L 4-9,Jake Arrieta (R),Jon Garland (R),L 149,O 7 -106,,AWAY,L,4,9,-5,149,O,7 ,-106
Baltimore,2010,6/19/10,@ SD,W 5-4,Kevin Millwood (R),Clayton Richard (L),W 180,O 6.5 -107,,AWAY,W,5,4,1,180,O,6.5 ,-107
Baltimore,2010,6/18/10,@ SD,L 2-3,Brian Matusz (L),Wade LeBlanc (L),L 149,U 7 -125,,AWAY,L,2,3,-1,149,U,7 ,-125
Baltimore,2010,6/16/10,@ SF,L 3-6,Jeremy Guthrie (R),Tim Lincecum (R),L 237,O 6.5 -120,,AWAY,L,3,6,-3,237,O,6.5 ,-120
Baltimore,2010,6/15/10,@ SF,W 4-1,Jake Arrieta (R),Joe Martinez (R),W 140,U 8.5 -108,,AWAY,W,4,1,3,140,U,8.5 ,-108
Baltimore,2010,6/14/10,@ SF,L 2-10,Chris Tillman (R),Jonathan Sanchez (L),L 180,O 7.5 -108,,AWAY,L,2,10,-8,180,O,7.5 ,-108
Baltimore,2010,6/13/10,NYM,L 4-11,Michael Pelfrey (R),Kevin Millwood (R),L 124,O 8.5 -118,,HOME,L,4,11,-7,124,O,8.5 ,-118
Baltimore,2010,6/12/10,NYM,L 1-3,Hisanori Takahashi (L),Brian Matusz (L),L -114,U 9 -111,,HOME,L,1,3,-2,-114,U,9 ,-111
Baltimore,2010,6/11/10,NYM,L 1-5,R.A. Dickey (R),Jeremy Guthrie (R),L -113,U 9 107,,HOME,L,1,5,-4,-113,U,9 ,107
Baltimore,2010,6/10/10,NYY,W 4-3,A.J. Burnett (R),Jake Arrieta (R),W 191,U 9.5 -115,,HOME,W,4,3,1,191,U,9.5 ,-115
Baltimore,2010,6/9/10,NYY,L 2-4,CC Sabathia (L),Chris Tillman (R),L 215,U 9 -102,,HOME,L,2,4,-2,215,U,9 ,-102
Baltimore,2010,6/8/10,NYY,L 7-12,Phil Hughes (R),Kevin Millwood (R),L 196,O 8.5 -109,,HOME,L,7,12,-5,196,O,8.5 ,-109
Baltimore,2010,6/6/10,BOS,W 4-3,John Lackey (R),Brian Matusz (L),W 149,U 9.5 -110,,HOME,W,4,3,1,149,U,9.5 ,-110
Baltimore,2010,6/5/10,BOS,L 2-8,Jon Lester (L),Jeremy Guthrie (R),L 181,O 8.5 100,,HOME,L,2,8,-6,181,O,8.5 ,100
Baltimore,2010,6/4/10,BOS,L 0-11,Clay Buchholz (R),Chris Tillman (R),L 160,O 9.5 103,,HOME,L,0,11,-11,160,O,9.5 ,103
Baltimore,2010,6/3/10,@ NYY,L 3-6,Kevin Millwood (R),CC Sabathia (L),L 264,P 9 -,,AWAY,L,3,6,-3,264,P,9 ,9 -
Baltimore,2010,6/2/10,@ NYY,L 1-9,Bradley Bergesen (R),Phil Hughes (R),L 295,O 9.5 -104,,AWAY,L,1,9,-8,295,O,9.5 ,-104
Baltimore,2010,6/1/10,@ NYY,L 1-3,Brian Matusz (L),Javier Vazquez (R),L 208,U 10 -116,,AWAY,L,1,3,-2,208,U,10 ,-116
Baltimore,2010,5/30/10,@ TOR,L 1-6,Jeremy Guthrie (R),Ricky Romero (L),L 159,U 8 102,,AWAY,L,1,6,-5,159,U,8 ,102
Baltimore,2010,5/29/10,@ TOR,L 2-5,Chris Tillman (R),Brett Cecil (L),L 161,U 9 -122,,AWAY,L,2,5,-3,161,U,9 ,-122
Baltimore,2010,5/28/10,@ TOR,L 0-5,Kevin Millwood (R),Shaun Marcum (R),L 166,U 8 101,,AWAY,L,0,5,-5,166,U,8 ,101
Baltimore,2010,5/27/10,OAK,L 5-7,Gio Gonzalez (L),Bradley Bergesen (R),L 128,O 9 -103,,HOME,L,5,7,-2,128,O,9 ,-103
Baltimore,2010,5/26/10,OAK,L 1-6,Trevor Cahill (R),Brian Matusz (L),L -108,U 9 -114,,HOME,L,1,6,-5,-108,U,9 ,-114
Baltimore,2010,5/25/10,OAK,W 5-1,Dallas Braden (L),Jeremy Guthrie (R),W 106,U 8 -107,,HOME,W,5,1,4,106,U,8 ,-107
Baltimore,2010,5/23/10,@ WAS,L 3-4,Kevin Millwood (R),John Lannan (L),L 113,U 8.5 -108,,AWAY,L,3,4,-1,113,U,8.5 ,-108
Baltimore,2010,5/22/10,@ WAS,L 6-7,Bradley Bergesen (R),Craig Stammen (R),L 134,O 9 100,,AWAY,L,6,7,-1,134,O,9 ,100
Baltimore,2010,5/21/10,@ WAS,W 5-3,David Hernandez (R),Scott Olsen (L),W 144,U 9 -116,,AWAY,W,5,3,2,144,U,9 ,-116
Baltimore,2010,5/20/10,@ TEX,L 7-13,Brian Matusz (L),Scott Feldman (R),L 136,O 9.5 -101,,AWAY,L,7,13,-6,136,O,9.5 ,-101
Baltimore,2010,5/19/10,@ TEX,L 3-4,Jeremy Guthrie (R),Rich Harden (R),L 153,U 9.5 102,,AWAY,L,3,4,-1,153,U,9.5 ,102
Baltimore,2010,5/18/10,KC,W 4-3,Zack Greinke (R),Kevin Millwood (R),W 132,U 7.5 -125,,HOME,W,4,3,1,132,U,7.5 ,-125
Baltimore,2010,5/17/10,KC,L 3-4,Kyle Davies (R),Bradley Bergesen (R),L -130,U 9 -109,,HOME,L,3,4,-1,-130,U,9 ,-109
Baltimore,2010,5/16/10,CLE,L 1-5,Jake Westbrook (R),Mark Hendrickson (L),L 106,U 9.5 -117,,HOME,L,1,5,-4,106,U,9.5 ,-117
Baltimore,2010,5/15/10,CLE,L 2-8,Mitch Talbot (R),Brian Matusz (L),L -138,O 8.5 -123,,HOME,L,2,8,-6,-138,O,8.5 ,-123
Baltimore,2010,5/14/10,CLE,W 8-1,Justin Masterson (R),Jeremy Guthrie (R),W -117,O 8.5 -111,,HOME,W,8,1,7,-117,O,8.5 ,-111
Baltimore,2010,5/13/10,SEA,W 6-5,Felix Hernandez (R),Kevin Millwood (R),W 122,O 7.5 114,,HOME,W,6,5,1,122,O,7.5 ,114
Baltimore,2010,5/12/10,SEA,W 5-2,Ryan Rowland-Smith (L),Bradley Bergesen (R),W -118,U 9 -110,,HOME,W,5,2,3,-118,U,9 ,-110
Baltimore,2010,5/11/10,SEA,L 1-5,Cliff Lee (L),David Hernandez (R),L 145,U 8 -107,,HOME,L,1,5,-4,145,U,8 ,-107
Baltimore,2010,5/9/10,@ MIN,L 0-6,Brian Matusz (L),Nick Blackburn (R),L 138,U 8.5 111,,AWAY,L,0,6,-6,138,U,8.5 ,111
Baltimore,2010,5/8/10,@ MIN,L 1-6,Kevin Millwood (R),Scott Baker (R),L 164,U 8.5 -103,,AWAY,L,1,6,-5,164,U,8.5 ,-103
Baltimore,2010,5/8/10,@ MIN,W 7-3,Jeremy Guthrie (R),Francisco Liriano (L),W 208,O 8 -105,,AWAY,W,7,3,4,208,O,8 ,-105
Baltimore,2010,5/6/10,@ MIN,W 2-0,Bradley Bergesen (R),Carl Pavano (R),W 189,U 9.5 -116,,AWAY,W,2,0,2,189,U,9.5 ,-116
Baltimore,2010,5/5/10,@ NYY,L 5-7,David Hernandez (R),Andy Pettitte (L),L 255,O 9.5 -109,,AWAY,L,5,7,-2,255,O,9.5 ,-109
Baltimore,2010,5/4/10,@ NYY,L 1-4,Brian Matusz (L),A.J. Burnett (R),L 207,U 9 -108,,AWAY,L,1,4,-3,207,U,9 ,-108
Baltimore,2010,5/3/10,@ NYY,L 1-4,Jeremy Guthrie (R),CC Sabathia (L),L 290,U 9 105,,AWAY,L,1,4,-3,290,U,9 ,105
Baltimore,2010,5/2/10,BOS,W 3-2,Josh Beckett (R),Kevin Millwood (R),W 144,U 9 102,,HOME,W,3,2,1,144,U,9 ,102
Baltimore,2010,5/1/10,BOS,W 12-9,Daisuke Matsuzaka (R),Bradley Bergesen (R),W 145,O 10 106,,HOME,W,12,9,3,145,O,10 ,106
Baltimore,2010,4/30/10,BOS,W 5-4,John Lackey (R),David Hernandez (R),W 143,P 9 -,,HOME,W,5,4,1,143,P,9 ,9 -
Baltimore,2010,4/29/10,NYY,L 0-4,A.J. Burnett (R),Brian Matusz (L),L 141,U 8.5 -113,,HOME,L,0,4,-4,141,U,8.5 ,-113
Baltimore,2010,4/28/10,NYY,L 3-8,CC Sabathia (L),Jeremy Guthrie (R),L 215,O 8.5 -102,,HOME,L,3,8,-5,215,O,8.5 ,-102
Baltimore,2010,4/27/10,NYY,W 5-4,Phil Hughes (R),Kevin Millwood (R),W 165,P 9 -,,HOME,W,5,4,1,165,P,9 ,9 -
Baltimore,2010,4/25/10,@ BOS,W 7-6,David Hernandez (R),Tim Wakefield (R),W 146,O 10.5 -109,,AWAY,W,7,6,1,146,O,10.5 ,-109
Baltimore,2010,4/24/10,@ BOS,L 6-7,Brian Matusz (L),John Lackey (R),L 163,O 8.5 101,,AWAY,L,6,7,-1,163,O,8.5 ,101
Baltimore,2010,4/23/10,@ BOS,L 3-4,Jeremy Guthrie (R),Jon Lester (L),L 196,U 8.5 -101,,AWAY,L,3,4,-1,196,U,8.5 ,-101
Baltimore,2010,4/21/10,@ SEA,L 1-4,Kevin Millwood (R),Felix Hernandez (R),L 193,U 7 100,,AWAY,L,1,4,-3,193,U,7 ,100
Baltimore,2010,4/20/10,@ SEA,L 1-3,David Hernandez (R),Jason Vargas (L),L 133,U 8.5 -107,,AWAY,L,1,3,-2,133,U,8.5 ,-107
Baltimore,2010,4/19/10,@ SEA,L 2-8,Bradley Bergesen (R),Doug Fister (R),L 144,O 8 -115,,AWAY,L,2,8,-6,144,O,8 ,-115
Baltimore,2010,4/18/10,@ OAK,W 8-3,Brian Matusz (L),Brett Anderson (L),W 161,O 7 -117,,AWAY,W,8,3,5,161,O,7 ,-117
Baltimore,2010,4/17/10,@ OAK,L 3-4,Jeremy Guthrie (R),Justin Duchscherer (R),L 146,U 7.5 -107,,AWAY,L,3,4,-1,146,U,7.5 ,-107
Baltimore,2010,4/16/10,@ OAK,L 2-4,Kevin Millwood (R),Dallas Braden (L),L 140,U 7.5 101,,AWAY,L,2,4,-2,140,U,7.5 ,101
Baltimore,2010,4/15/10,@ OAK,L 2-6,David Hernandez (R),Ben Sheets (R),L 136,U 8.5 -107,,AWAY,L,2,6,-4,136,U,8.5 ,-107
Baltimore,2010,4/14/10,TB,L 1-9,David Price (L),Bradley Bergesen (R),L 143,O 9 108,,HOME,L,1,9,-8,143,O,9 ,108
Baltimore,2010,4/13/10,TB,L 6-8,Jeff Niemann (R),Brian Matusz (L),L 110,O 9 111,,HOME,L,6,8,-2,110,O,9 ,111
Baltimore,2010,4/12/10,TB,L 1-5,Matt Garza (R),Jeremy Guthrie (R),L 134,U 9 -113,,HOME,L,1,5,-4,134,U,9 ,-113
Baltimore,2010,4/11/10,TOR,L 2-5,Shaun Marcum (R),Kevin Millwood (R),L -113,U 8.5 -110,,HOME,L,2,5,-3,-113,U,8.5 ,-110
Baltimore,2010,4/10/10,TOR,L 0-3,Dana Eveland (L),David Hernandez (R),L -140,U 9.5 -113,,HOME,L,0,3,-3,-140,U,9.5 ,-113
Baltimore,2010,4/9/10,TOR,L 6-7,Brandon Morrow (R),Bradley Bergesen (R),L -156,O 9 104,,HOME,L,6,7,-1,-156,O,9 ,104
Baltimore,2010,4/8/10,@ TB,W 5-4,Brian Matusz (L),Jeff Niemann (R),W 149,U 9.5 -122,,AWAY,W,5,4,1,149,U,9.5 ,-122
Baltimore,2010,4/7/10,@ TB,L 3-4,Jeremy Guthrie (R),Matt Garza (R),L 199,U 9 102,,AWAY,L,3,4,-1,199,U,9 ,102
Baltimore,2010,4/6/10,@ TB,L 3-4,Kevin Millwood (R),James Shields (R),L 192,U 9 101,,AWAY,L,3,4,-1,192,U,9 ,101
Boston,2010,10/3/10,NYY,W 8-4,Dustin Moseley (R),John Lackey (R),W -119,O 9.5 111,,HOME,W,8,4,4,-119,O,9.5 ,111
